R:A::C:P,0,1 2,3 5 6,4
0,0.40476190476190477,0.1320754716981132,0.08888888888888889,0.3684210526315789
1 2,0.5238095238095238,0.7735849056603774,0.7555555555555555,0.3684210526315789
3 5 6,0.047619047619047616,0.07547169811320754,0.1111111111111111,0.10526315789473684
4,0.023809523809523808,0.018867924528301886,0.044444444444444446,0.15789473684210525
