R:A::C:P,0,1 2 4,3,5 6
0,0.022988505747126436,0.022988505747126436,0.0021551724137931034,0.005028735632183908
1 2 4,0.09985632183908046,0.25287356321839083,0.0617816091954023,0.10919540229885058
3,0.01221264367816092,0.029454022988505746,0.010775862068965518,0.020833333333333332
5 6,0.04741379310344827,0.11997126436781609,0.05316091954022988,0.12931034482758622
