R:A::C:P,0,1 2 4,3,5 6
0,0.43243243243243246,0.43243243243243246,0.04054054054054054,0.0945945945945946
1 2 4,0.1906721536351166,0.4828532235939643,0.11796982167352538,0.2085048010973937
3,0.16666666666666666,0.4019607843137255,0.14705882352941177,0.28431372549019607
5 6,0.13552361396303902,0.34291581108829566,0.15195071868583163,0.36960985626283366
