R:A::C:P,0 1,2 3 4 5,6
0 1,0.4702549575070821,0.4164305949008499,0.11331444759206799
2 3 4 5,0.27672955974842767,0.6226415094339622,0.10062893081761007
6,0.2636363636363636,0.5818181818181818,0.15454545454545454
