R:A::C:P,0,1,2 3,4,5,6
0,28,8,7,7,5,5
1,47,31,38,21,4,25
2 3,11,18,30,16,10,18
4,2,0,3,7,0,2
5,4,0,6,1,3,3
6,1,2,4,5,3,1
