R:A::C:P,0 1 3,2,4 5 6
0 1 3,0.3805668016194332,0.11740890688259109,0.18218623481781376
2,0.0931174089068826,0.04048582995951417,0.08502024291497975
4 5 6,0.048582995951417005,0.020242914979757085,0.032388663967611336
