R:A::C:P,0 6,1,2 3 4 5
0 6,0.26881720430107525,0.20689655172413793,0.136
1,0.4838709677419355,0.4827586206896552,0.44
2 3 4 5,0.24731182795698925,0.3103448275862069,0.424
