R:A::C:P,0 3 6,1 5,2 4
0 3 6,0.48324514991181655,0.27336860670194,0.24338624338624337
1 5,0.44654088050314467,0.3165618448637317,0.23689727463312368
2 4,0.4109195402298851,0.28160919540229884,0.3074712643678161
