R:A::C:P,0 3 6,1 5,2 4
0 3 6,0.43492063492063493,0.38366336633663367,0.3854748603351955
1 5,0.3380952380952381,0.37376237623762376,0.31564245810055863
2 4,0.22698412698412698,0.24257425742574257,0.2988826815642458
