R:A::C:P,0,1,2,3 6,4 5
0,0.3150684931506849,0.1780821917808219,0.0821917808219178,0.136986301369863,0.2876712328767123
1,0.21428571428571427,0.25,0.125,0.2357142857142857,0.175
2,0.13372093023255813,0.18023255813953487,0.1744186046511628,0.21511627906976744,0.29651162790697677
3 6,0.1,0.15625,0.13125,0.29375,0.31875
4 5,0.14583333333333334,0.08333333333333333,0.14583333333333334,0.25,0.375
