R:A::C:P,0,1,2,3 6,4 5
0,0.16911764705882354,0.08843537414965986,0.05660377358490566,0.05434782608695652,0.10096153846153846
1,0.4411764705882353,0.47619047619047616,0.330188679245283,0.358695652173913,0.23557692307692307
2,0.16911764705882354,0.2108843537414966,0.2830188679245283,0.20108695652173914,0.24519230769230768
3 6,0.11764705882352941,0.17006802721088435,0.19811320754716982,0.2554347826086957,0.24519230769230768
4 5,0.10294117647058823,0.05442176870748299,0.1320754716981132,0.13043478260869565,0.17307692307692307
