R:A::C:P,0,1,2 4 5,3 6
0,0.3939393939393939,0.21212121212121213,0.16279069767441862,0.0
1,0.42424242424242425,0.6666666666666666,0.3953488372093023,0.35294117647058826
2 4 5,0.18181818181818182,0.12121212121212122,0.3953488372093023,0.4117647058823529
3 6,0.0,0.0,0.046511627906976744,0.23529411764705882
