R:A::C:P,0 4,1 5,2,3
0 4,0.391304347826087,0.375,0.09090909090909091,0.09090909090909091
1 5,0.43478260869565216,0.5,0.5,0.36363636363636365
2,0.17391304347826086,0.125,0.2727272727272727,0.5454545454545454
3,0.0,0.0,0.13636363636363635,0.0
