R:A::C:P,0 5,1 4,2,3 6
0 5,0.048132183908045974,0.036637931034482756,0.01221264367816092,0.02514367816091954
1 4,0.09626436781609195,0.1235632183908046,0.039511494252873564,0.0668103448275862
2,0.05244252873563218,0.0603448275862069,0.029454022988505746,0.05531609195402299
3 6,0.10775862068965517,0.08405172413793104,0.039511494252873564,0.12284482758620689
