R:A::C:P,0 5,1 4,2,3 6
0 5,0.3941176470588235,0.3,0.1,0.20588235294117646
1 4,0.29515418502202645,0.3788546255506608,0.1211453744493392,0.20484581497797358
2,0.26545454545454544,0.3054545454545455,0.14909090909090908,0.28
3 6,0.30425963488843816,0.23732251521298176,0.11156186612576065,0.34685598377281945
