R:A::C:P,0,1,2 3 6,4 5
0,0.2153846153846154,0.13953488372093023,0.08955223880597014,0.09174311926605505
1,0.5153846153846153,0.5,0.3482587064676617,0.42201834862385323
2 3 6,0.2,0.313953488372093,0.4427860696517413,0.3669724770642202
4 5,0.06923076923076923,0.046511627906976744,0.11940298507462686,0.11926605504587157
