R:A::C:P,0,1 4,2 3 5 6
0,0.3010752688172043,0.12931034482758622,0.10179640718562874
1 4,0.5268817204301075,0.5086206896551724,0.4311377245508982
2 3 5 6,0.17204301075268819,0.3620689655172414,0.46706586826347307
