R:A::C:P,0,1,2,3,4,5,6
0,0.3010752688172043,0.13559322033898305,0.0784313725490196,0.08108108108108109,0.12280701754385964,0.2,0.09259259259259259
1,0.5053763440860215,0.5254237288135594,0.4117647058823529,0.4594594594594595,0.3684210526315789,0.16,0.46296296296296297
2,0.10752688172043011,0.288135593220339,0.2549019607843137,0.21621621621621623,0.19298245614035087,0.24,0.2962962962962963
3,0.010752688172043012,0.01694915254237288,0.11764705882352941,0.08108108108108109,0.08771929824561403,0.16,0.037037037037037035
4,0.021505376344086023,0.0,0.0392156862745098,0.02702702702702703,0.12280701754385964,0.0,0.037037037037037035
5,0.043010752688172046,0.0,0.0392156862745098,0.10810810810810811,0.017543859649122806,0.12,0.05555555555555555
6,0.010752688172043012,0.03389830508474576,0.058823529411764705,0.02702702702702703,0.08771929824561403,0.12,0.018518518518518517
