R:A::C:P,0,1,2,3,4,5,6
0,28,8,4,3,7,5,5
1,47,31,21,17,21,4,25
2,10,17,13,8,11,6,16
3,1,1,6,3,5,4,2
4,2,0,2,1,7,0,2
5,4,0,2,4,1,3,3
6,1,2,3,1,5,3,1
