name,overall,average
Oth,0.7716666666666666,0.8493120608899297,0.7259771647637303,0.5545302652935513
1H4,0.8831521739130435,0.8696705426356589,0.7110721589249197,0.49417264280071943
WT,0.7586633663366337,0.7982991014120667,0.7025278337357905,0.4809741571168276
Per,0.802570093457944,0.7716432416267942,0.7189063571729749,0.4639995144893674
Ham,0.8197368421052632,0.7720883534136547,0.6941524126768714,0.4276994519516857
AYL,0.7630813953488372,0.742953431372549,0.6971561126968996,0.42233280885146507
H8,0.8495934959349594,0.7548076923076923,0.691875423155044,0.4088260131929156
Lr,0.7898351648351648,0.74375,0.6900964066608238,0.40844738742301057
2H4,0.7868217054263565,0.7491296419098143,0.6346714553283516,0.34462759472205573
TN,0.6176470588235294,0.6936274509803921,0.6025570776255709,0.33743125339145663
Shr,0.6471354166666666,0.7611631016042781,0.5629904147987947,0.3346540465456812
Rom,0.6720430107526881,0.6998275162337662,0.6031444835998916,0.3065369686933879
Tro,0.78375,0.6835212201591512,0.6327266068874376,0.2938796041954362
TGV,0.5057692307692307,0.6956845238095238,0.4754587381022471,0.27864891503832434
AWW,0.6741071428571429,0.6417705278592376,0.6212701018829954,0.2590097689719815
3H6,0.8344907407407407,0.6506377551020408,0.6140049424062832,0.2434889294853469
Cym,0.7261363636363637,0.6344298245614035,0.5817878137133685,0.20637172471119142
Ant,0.7528625954198473,0.629769536019536,0.5703932321961334,0.1873725029953926
Tmp,0.7045454545454546,0.6136363636363636,0.5794117647058823,0.18706790450490607
JC,0.6988095238095238,0.6837121212121212,0.5081363942500191,0.1827918476767835
LLL,0.7256493506493507,0.5790040834845736,0.5845395590142672,0.18115704150687983
MM,0.6426056338028169,0.6214962121212122,0.5469444368042813,0.18064249279080288
Ado,0.5632716049382716,0.6075367647058824,0.5271938803134096,0.17523223615730504
TNK,0.6580882352941176,0.5728764478764479,0.5725671243318544,0.1451548256369642
2H6,0.8442028985507246,0.580109126984127,0.5693094907596418,0.14197869406810537
Cor,0.7336538461538461,0.6018430099312452,0.5295692998571137,0.12977040335895126
Jn,0.7456896551724138,0.557237525987526,0.5499589018576361,0.10380262935715408
MND,0.5542763157894737,0.5571120689655172,0.5140146118883079,0.09724199551290956
H5,0.7898706896551724,0.5567216981132075,0.5317533631938892,0.08450071959397093
R2,0.7659574468085106,0.5319767441860466,0.5090218423551757,0.04535398046623523
Tim,0.6449579831932774,0.5448369565217391,0.4283684012307517,0.033866284551480615
Wiv,0.4953125,0.5195750647109577,0.4680048896609406,0.03340716502199475
1H6,0.8414855072463768,0.5142716535433071,0.5123268722533679,0.025915983254561393
MV,0.5679012345679012,0.503030303030303,0.4754856614246068,0.004815713303308872
Mac,0.725,0.500450937950938,0.49810255972750167,0.0010242431905628435
Tit,0.7033333333333334,0.4639423076923077,0.46599999999999997,-0.06128629223068251
Err,0.4458955223880597,0.44191176470588234,0.4161412774385212,-0.10119264904731548
R3,0.6669921875,0.4213169642857143,0.43156952278628347,-0.1233981229256771
