R:A::C:P,0 4,1,2 3 6,5
0 4,0.4375,0.125,0.2857142857142857,0.15178571428571427
1,0.29642857142857143,0.25,0.3607142857142857,0.09285714285714286
2 3 6,0.28313253012048195,0.1686746987951807,0.4066265060240964,0.14156626506024098
5,0.2807017543859649,0.12280701754385964,0.38596491228070173,0.21052631578947367
