R:A::C:P,0,1 2,3,4 5 6
0,0.029449423815621,0.024327784891165175,0.006402048655569782,0.03329065300896287
1 2,0.10627400768245839,0.21254801536491677,0.07042253521126761,0.18950064020486557
3,0.005121638924455826,0.02176696542893726,0.011523687580025609,0.02560819462227913
4 5 6,0.03329065300896287,0.06530089628681178,0.03329065300896287,0.13188220230473752
