R:A::C:P,0 1,2 3,4 5,6
0 1,0.29554655870445345,0.1700404858299595,0.10526315789473684,0.06072874493927125
2 3,0.06477732793522267,0.10121457489878542,0.05668016194331984,0.044534412955465584
4 5,0.012145748987854251,0.03643724696356275,0.020242914979757085,0.008097165991902834
6,0.008097165991902834,0.012145748987854251,0.004048582995951417,0.0
