R:A::C:P,0 1,2 3 4,5 6
0 1,0.5102040816326531,0.36394557823129253,0.12585034013605442
2 3 4,0.28402366863905326,0.4556213017751479,0.2603550295857988
5 6,0.2857142857142857,0.47619047619047616,0.23809523809523808
