R:A::C:P,0 6,1 4 5,2 3
0 6,0.25333333333333335,0.24788732394366197,0.1890547263681592
1 4 5,0.5422222222222223,0.4591549295774648,0.4527363184079602
2 3,0.20444444444444446,0.29295774647887324,0.3582089552238806
