R:A::C:P,0 6,1 4 5,2 3
0 6,0.3114754098360656,0.4808743169398907,0.20765027322404372
1 4 5,0.324468085106383,0.43351063829787234,0.24202127659574468
2 3,0.2072072072072072,0.46846846846846846,0.32432432432432434
