R:A::C:P,0 1 3 6,2 4,5
0 1 3 6,0.6164383561643836,0.2876712328767123,0.0958904109589041
2 4,0.5925925925925926,0.28888888888888886,0.11851851851851852
5,0.6923076923076923,0.3076923076923077,0.0
