R:A::C:P,0,1,2,3,4,5,6,7,p
0,19,5,2,2,4,1,0,5,4
1,22,31,16,7,7,2,4,12,13
2,9,8,18,7,2,3,5,0,2
3,0,0,2,4,3,1,1,0,1
4,0,1,2,3,3,0,1,1,0
5,0,1,2,2,0,1,1,0,1
6,0,1,1,1,1,0,0,2,0
7,1,0,0,0,0,0,0,3,0
p,3,0,2,0,0,2,0,1,3
