R:A::C:P,antag,fool,other,protag
antag,0.0013577732518669382,0.0013577732518669382,0.012898845892735914,0.004073319755600814
fool,0.0013577732518669382,0.008146639511201629,0.0047522063815342835,0.0013577732518669382
other,0.025118805159538356,0.027155465037338764,0.86693822131704,0.02172437202987101
protag,0.005431093007467753,0.0013577732518669382,0.005431093007467753,0.011541072640868975
