R:A::C:P,0,1 2 6,3,4 5
0,0.4117647058823529,0.35294117647058826,0.08823529411764706,0.14705882352941177
1 2 6,0.24064171122994651,0.4385026737967914,0.11497326203208556,0.20588235294117646
3,0.08823529411764706,0.5,0.14705882352941177,0.2647058823529412
4 5,0.18,0.4,0.16,0.26
