R:A::C:P,0,1 3 4 5,2 6
0,0.16911764705882354,0.08666666666666667,0.05641025641025641
1 3 4 5,0.5735294117647058,0.5244444444444445,0.5743589743589743
2 6,0.25735294117647056,0.3888888888888889,0.36923076923076925
