R:A::C:P,0,1 2,3 4,5 6
0,0.022988505747126436,0.01867816091954023,0.00646551724137931,0.005028735632183908
1 2,0.09410919540229885,0.16594827586206898,0.11278735632183907,0.09841954022988506
3 4,0.017959770114942528,0.033764367816091954,0.042385057471264365,0.031609195402298854
5 6,0.04741379310344827,0.07040229885057471,0.10272988505747127,0.12931034482758622
