R:A::C:P,0,1 2,3 4,5 6
0,0.12598425196850394,0.06467661691542288,0.024456521739130436,0.019021739130434784
1 2,0.515748031496063,0.5746268656716418,0.4266304347826087,0.37228260869565216
3 4,0.0984251968503937,0.11691542288557213,0.16032608695652173,0.11956521739130435
5 6,0.25984251968503935,0.24378109452736318,0.38858695652173914,0.4891304347826087
