R:A::C:P,0 5 6,1 2 3,4
0 5 6,0.20474137931034483,0.14439655172413793,0.05387931034482758
1 2 3,0.22557471264367815,0.2478448275862069,0.07112068965517242
4,0.016522988505747127,0.02442528735632184,0.011494252873563218
