R:A::C:P,0,1,2 3,4 5 6
0,0.3010752688172043,0.13559322033898305,0.07954545454545454,0.125
1,0.5053763440860215,0.5254237288135594,0.4318181818181818,0.36764705882352944
2 3,0.11827956989247312,0.3050847457627119,0.3409090909090909,0.3235294117647059
4 5 6,0.07526881720430108,0.03389830508474576,0.14772727272727273,0.18382352941176472
