                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0126-3-4-5   65.16%     38.28%     31.04%     12.58%  
                    0124-3-5-6   62.77%     27.22%     26.54%     4.84%   
                    0123-4-5-6   60.90%     35.04%     28.37%     9.31%   
                    0125-3-4-6   56.91%     33.14%     26.57%     6.93%   
                    0-1246-3-5   56.12%     35.46%     33.04%     13.09%  
                    0146-2-3-5   56.12%     30.58%     29.54%     8.17%   
                    0-1236-4-5   54.52%     43.23%     34.83%     17.27%  
                    012-35-4-6   53.46%     37.61%     30.12%     12.57%  
                    012-3-46-5   53.19%     34.90%     28.98%     11.07%  
                    012-3-4-56   52.93%     38.06%     29.49%     11.91%  
                    012-34-5-6   52.93%     31.66%     27.99%     9.40%   
                    0134-2-5-6   52.93%     27.35%     27.12%     5.35%   
                    0136-2-4-5   52.93%     37.59%     30.78%     9.77%   
                    0-1234-5-6   52.13%     32.13%     30.27%     9.95%   
                    012-36-4-5   52.13%     36.09%     28.76%     10.61%  
                    012-3-45-6   51.60%     28.42%     25.67%     6.62%   
                    0156-2-3-4   51.33%     36.33%     29.74%     9.73%   
                    014-26-3-5   50.53%     32.06%     31.10%     10.10%  
                    0-1256-3-4   50.00%     40.97%     32.61%     13.93%  
                    016-23-4-5   50.00%     39.48%     32.87%     13.55%  
                    016-24-3-5   49.73%     31.79%     30.76%     9.43%   
                    014-23-5-6   49.20%     28.98%     28.95%     8.16%   
                    0145-2-3-6   49.20%     25.33%     25.29%     2.90%   
                    0135-2-4-6   48.94%     33.45%     27.58%     8.09%   
                    013-26-4-5   48.40%     39.43%     32.57%     13.21%  
                    016-2-35-4   48.40%     40.78%     33.30%     14.48%  
                    016-25-3-4   48.40%     37.32%     30.89%     11.45%  
                    01-246-3-5   47.87%     33.94%     32.18%     13.04%  
                    016-2-34-5   47.87%     34.82%     31.17%     11.31%  
                    014-2-35-6   47.61%     30.28%     29.38%     9.08%   
                    014-25-3-6   47.61%     26.82%     26.97%     6.06%   
                    04-126-3-5   47.61%     34.95%     31.04%     12.32%  
                    05-126-3-4   47.61%     41.16%     32.83%     15.37%  
                    0-126-35-4   47.34%     45.40%     36.12%     18.94%  
                    01-236-4-5   47.07%     40.66%     33.73%     15.82%  
                    014-2-3-56   47.07%     30.73%     28.75%     8.41%   
                    0-1235-4-6   46.81%     37.97%     30.08%     11.96%  
                    0-126-34-5   46.81%     39.45%     33.98%     15.77%  
                    013-24-5-6   46.81%     28.67%     28.32%     7.14%   
                    016-2-3-45   46.54%     31.58%     28.85%     8.53%   
                    01-234-5-6   46.28%     30.55%     30.05%     10.66%  
                    01-256-3-4   46.28%     39.48%     32.80%     15.05%  
                    014-2-36-5   46.28%     28.76%     28.02%     7.12%   
                    03-126-4-5   46.28%     39.84%     31.86%     13.61%  
                    015-26-3-4   46.01%     37.79%     31.12%     11.92%  
                    0-1245-3-6   45.48%     29.14%     27.19%     4.22%   
                    0-126-3-45   45.48%     36.21%     31.67%     12.99%  
                    01-235-4-6   45.48%     36.88%     31.24%     13.85%  
                    013-25-4-6   45.48%     34.20%     28.44%     9.16%   
                    013-2-46-5   45.21%     34.94%     29.72%     10.68%  
                    013-2-4-56   44.95%     38.10%     30.22%     11.52%  
                    0-1346-2-5   44.68%     34.31%     32.23%     9.97%   
                    01-26-35-4   44.68%     42.59%     35.11%     17.49%  
                    015-23-4-6   44.68%     34.72%     28.97%     9.98%   
                    015-24-3-6   44.41%     27.03%     26.86%     5.86%   
                    05-124-3-6   44.41%     29.74%     27.88%     7.25%   
                    0-124-35-6   44.15%     33.99%     31.16%     10.82%  
                    01-26-34-5   44.15%     36.64%     32.97%     14.32%  
                    04-123-5-6   43.88%     31.71%     28.17%     9.70%   
                    05-123-4-6   43.88%     37.92%     29.96%     12.75%  
                    0-124-3-56   43.62%     34.43%     30.53%     10.16%  
                    013-2-45-6   43.62%     28.46%     26.41%     6.24%   
                    06-124-3-5   43.62%     31.12%     28.33%     7.05%   
                    0-123-46-5   43.35%     39.45%     32.10%     14.82%  
                    01-245-3-6   43.35%     27.63%     27.52%     7.48%   
                    0-123-4-56   43.09%     42.62%     32.61%     15.66%  
                    01-23-46-5   43.09%     36.80%     31.82%     14.05%  
                    01-24-35-6   43.09%     31.83%     30.85%     11.42%  
                    03-124-5-6   43.09%     28.43%     26.91%     5.49%   
                    06-123-4-5   43.09%     39.30%     30.41%     12.55%  
                    0-124-36-5   42.82%     32.47%     29.80%     8.86%   
                    01-23-4-56   42.82%     39.97%     32.33%     14.88%  
                    01-26-3-45   42.82%     33.40%     30.66%     11.54%  
                    015-2-3-46   42.82%     33.30%     28.26%     9.40%   
                    01-24-3-56   42.55%     32.28%     30.21%     10.76%  
                    015-2-34-6   42.55%     30.06%     27.27%     7.73%   
