R:A::C:P,0 1,2 3,4 6,5
0 1,0.5865724381625441,0.38308457711442784,0.38461538461538464,0.3431372549019608
2 3,0.2332155477031802,0.3582089552238806,0.2564102564102564,0.3333333333333333
4 6,0.13074204946996468,0.19900497512437812,0.26153846153846155,0.20588235294117646
5,0.04946996466431095,0.05970149253731343,0.09743589743589744,0.11764705882352941
