R:A::C:P,0 1,2 3,4 6,5
0 1,0.4702549575070821,0.21813031161473087,0.21246458923512748,0.09915014164305949
2 3,0.2972972972972973,0.32432432432432434,0.22522522522522523,0.15315315315315314
4 6,0.2483221476510067,0.2684563758389262,0.3422818791946309,0.14093959731543623
5,0.24561403508771928,0.21052631578947367,0.3333333333333333,0.21052631578947367
