R:A::C:P,0,1 2 3,4 5,6
0,0.2153846153846154,0.11570247933884298,0.09174311926605505,0.044444444444444446
1 2 3,0.6692307692307692,0.7603305785123967,0.6788990825688074,0.5777777777777777
4 5,0.06923076923076923,0.07851239669421488,0.11926605504587157,0.2
6,0.046153846153846156,0.045454545454545456,0.11009174311926606,0.17777777777777778
