R:A::C:P,0,1 3,2,4 5 6
0,0.022988505747126436,0.015804597701149427,0.005028735632183908,0.009339080459770116
1 3,0.07830459770114942,0.11566091954022989,0.03879310344827586,0.11422413793103449
2,0.028017241379310345,0.0639367816091954,0.029454022988505746,0.07614942528735633
4 5 6,0.05316091954022988,0.10057471264367816,0.04741379310344827,0.20114942528735633
