R:A::C:P,0,1 3,2,4 5 6
0,0.43243243243243246,0.2972972972972973,0.0945945945945946,0.17567567567567569
1 3,0.22567287784679088,0.3333333333333333,0.11180124223602485,0.32919254658385094
2,0.14181818181818182,0.3236363636363636,0.14909090909090908,0.38545454545454544
4 5 6,0.13214285714285715,0.25,0.11785714285714285,0.5
