R:A::C:P,0,1 3 6,2 4 5
0,0.1069182389937107,0.0440251572327044,0.06918238993710692
1 3 6,0.11949685534591195,0.2138364779874214,0.16352201257861634
2 4 5,0.03773584905660377,0.1320754716981132,0.11320754716981132
