R:A::C:P,0,1 3 4,2 6,5
0,0.3010752688172043,0.11764705882352941,0.08571428571428572,0.2
1 3 4,0.5376344086021505,0.5620915032679739,0.5523809523809524,0.32
2 6,0.11827956989247312,0.2875816993464052,0.3142857142857143,0.36
5,0.043010752688172046,0.032679738562091505,0.047619047619047616,0.12
