R:A::C:P,0 1 4,2 5,3 6
0 1 4,0.6231060606060606,0.19128787878787878,0.1856060606060606
2 5,0.4474393530997305,0.2641509433962264,0.2884097035040431
3 6,0.3711967545638945,0.281947261663286,0.34685598377281945
