R:A::C:P,0 2 5,1,3 4,6
0 2 5,0.3344594594594595,0.34615384615384615,0.3125,0.25757575757575757
1,0.2635135135135135,0.43162393162393164,0.22826086956521738,0.20202020202020202
3 4,0.13682432432432431,0.06837606837606838,0.16032608695652173,0.09595959595959595
6,0.2652027027027027,0.15384615384615385,0.29891304347826086,0.4444444444444444
