R:A::C:P,0 4 5,1 2 6,3
0 4 5,0.49382716049382713,0.36213991769547327,0.1440329218106996
1 2 6,0.4259789875835721,0.45176695319961796,0.12225405921680993
3,0.47058823529411764,0.38235294117647056,0.14705882352941177
