R:A::C:P,0 4 5,1 2 6,3
0 4 5,0.08620689655172414,0.06321839080459771,0.02514367816091954
1 2 6,0.3204022988505747,0.33979885057471265,0.09195402298850575
3,0.034482758620689655,0.028017241379310345,0.010775862068965518
