R:A::C:P,0,1 2 4 6,3 5
0,0.4857142857142857,0.4,0.11428571428571428
1 2 4 6,0.21238938053097345,0.4778761061946903,0.30973451327433627
3 5,0.09090909090909091,0.6363636363636364,0.2727272727272727
