R:A::C:P,0,1 2,3,4 5 6
0,0.3150684931506849,0.2602739726027397,0.0684931506849315,0.3561643835616438
1 2,0.1836283185840708,0.3672566371681416,0.12168141592920353,0.3274336283185841
3,0.08,0.34,0.18,0.4
4 5 6,0.1262135922330097,0.24757281553398058,0.1262135922330097,0.5
