R:A::C:P,0,1 2,3 4 5,6
0,0.4857142857142857,0.2,0.3142857142857143,0.0
1 2,0.21153846153846154,0.3942307692307692,0.375,0.019230769230769232
3 4 5,0.1111111111111111,0.2777777777777778,0.5555555555555556,0.05555555555555555
6,0.5,0.0,0.5,0.0
