R:A::C:P,0 3,1 4,2,5
0 3,0.2727272727272727,0.3181818181818182,0.18181818181818182,0.6666666666666666
1 4,0.42424242424242425,0.5,0.5454545454545454,0.3333333333333333
2,0.30303030303030304,0.13636363636363635,0.2727272727272727,0.0
5,0.0,0.045454545454545456,0.0,0.0
