R:A::C:P,0 3,1 4,2,5
0 3,0.4090909090909091,0.3181818181818182,0.18181818181818182,0.09090909090909091
1 4,0.3684210526315789,0.2894736842105263,0.3157894736842105,0.02631578947368421
2,0.5263157894736842,0.15789473684210525,0.3157894736842105,0.0
5,0.0,1.0,0.0,0.0
