R:A::C:P,0 3,1,2 4,5 6
0 3,0.048132183908045974,0.021551724137931036,0.03089080459770115,0.02586206896551724
1,0.09051724137931035,0.07255747126436782,0.0639367816091954,0.04669540229885057
2 4,0.07112068965517242,0.039511494252873564,0.07686781609195402,0.0625
5 6,0.10057471264367816,0.034482758620689655,0.08548850574712644,0.12931034482758622
