R:A::C:P,0 3,1,2 4,5 6
0 3,0.1550925925925926,0.1282051282051282,0.12011173184357542,0.09782608695652174
1,0.2916666666666667,0.43162393162393164,0.24860335195530725,0.1766304347826087
2 4,0.22916666666666666,0.23504273504273504,0.2988826815642458,0.23641304347826086
5 6,0.32407407407407407,0.20512820512820512,0.3324022346368715,0.4891304347826087
