R:A::C:P,comedy,history,tragedy
comedy,0.25287356321839083,0.04597701149425287,0.1724137931034483
history,0.011494252873563218,0.14942528735632185,0.034482758620689655
tragedy,0.08045977011494253,0.08045977011494253,0.1724137931034483
