R:A::C:P,comedy,history,tragedy
comedy,0.7333333333333333,0.16666666666666666,0.45454545454545453
history,0.03333333333333333,0.5416666666666666,0.09090909090909091
tragedy,0.23333333333333334,0.2916666666666667,0.45454545454545453
