R:A::C:P,0,1 4,2 3,5,6
0,0.4117647058823529,0.25,0.23529411764705882,0.07352941176470588,0.029411764705882353
1 4,0.28,0.288,0.26,0.104,0.068
2 3,0.13793103448275862,0.2413793103448276,0.4068965517241379,0.1103448275862069,0.10344827586206896
5,0.23076923076923078,0.3076923076923077,0.34615384615384615,0.0,0.11538461538461539
6,0.16216216216216217,0.32432432432432434,0.1891891891891892,0.10810810810810811,0.21621621621621623
