R:A::C:P,0,1 6,2,3,4 5
0,0.5,0.19047619047619047,0.09523809523809523,0.07142857142857142,0.14285714285714285
1 6,0.2833333333333333,0.225,0.18333333333333332,0.13333333333333333,0.175
2,0.12962962962962962,0.3333333333333333,0.18518518518518517,0.14814814814814814,0.2037037037037037
3,0.0,0.16666666666666666,0.25,0.3333333333333333,0.25
4 5,0.15789473684210525,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.2631578947368421
