R:A::C:P,0,1 5,2,3,4 6
0,0.3230769230769231,0.13333333333333333,0.09090909090909091,0.08571428571428572,0.13793103448275862
1 5,0.5384615384615384,0.4666666666666667,0.5681818181818182,0.42857142857142855,0.4482758620689655
2,0.1076923076923077,0.28888888888888886,0.22727272727272727,0.22857142857142856,0.27586206896551724
3,0.0,0.06666666666666667,0.06818181818181818,0.11428571428571428,0.034482758620689655
4 6,0.03076923076923077,0.044444444444444446,0.045454545454545456,0.14285714285714285,0.10344827586206896
