R:A::C:P,0 3,1,2,4,5 6
0 3,0.5,0.14285714285714285,0.09523809523809523,0.21428571428571427,0.047619047619047616
1,0.42857142857142855,0.2571428571428571,0.15714285714285714,0.08571428571428572,0.07142857142857142
2,0.4411764705882353,0.11764705882352941,0.23529411764705882,0.029411764705882353,0.17647058823529413
4,0.42857142857142855,0.0,0.14285714285714285,0.42857142857142855,0.0
5 6,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
