R:A::C:P,0,1 5,2 6,3,4
0,0.3230769230769231,0.13333333333333333,0.09722222222222222,0.08571428571428572,0.16666666666666666
1 5,0.5384615384615384,0.4666666666666667,0.5277777777777778,0.42857142857142855,0.43333333333333335
2 6,0.12307692307692308,0.3333333333333333,0.2777777777777778,0.3142857142857143,0.2
3,0.0,0.06666666666666667,0.05555555555555555,0.11428571428571428,0.03333333333333333
4,0.015384615384615385,0.0,0.041666666666666664,0.05714285714285714,0.16666666666666666
