R:A::C:P,0,1 5,2 6,3,4
0,0.5,0.14285714285714285,0.16666666666666666,0.07142857142857142,0.11904761904761904
1 5,0.28688524590163933,0.1721311475409836,0.3114754098360656,0.12295081967213115,0.10655737704918032
2 6,0.13333333333333333,0.25,0.3333333333333333,0.18333333333333332,0.1
3,0.0,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333
4,0.09090909090909091,0.0,0.2727272727272727,0.18181818181818182,0.45454545454545453
