R:A::C:P,0 5 6,1 3 4,2
0 5 6,0.45819935691318325,0.3637873754152824,0.3392857142857143
1 3 4,0.3633440514469453,0.4318936877076412,0.4166666666666667
2,0.17845659163987138,0.20431893687707642,0.24404761904761904
