R:A::C:P,0 1,2 3 4 5,6
0 1,0.29554655870445345,0.27530364372469635,0.06072874493927125
2 3 4 5,0.07692307692307693,0.2145748987854251,0.05263157894736842
6,0.008097165991902834,0.016194331983805668,0.0
